Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7
Robert John Craig,81.0,81.28472,87.28472,0.0,0.0,0.0,0.0
Robert Foster,761.0,761.8897499999997,765.8897499999998,783.8897499999998,1048.3880100000001,840.0,840.0
Joseph Hopkins,625.0,652.0839900000003,660.1907600000001,669.43989,691.68902,728.23178,0.0
Ian Kerr,40.0,40.14236,0.0,0.0,0.0,0.0,0.0
Christina Larsen,871.0,840.0,840.0,840.0,840.0,840.0,840.0
Matthew Mclean,651.0,651.14236,656.14236,681.14236,711.17795,759.29201,889.19742
David O'Neill,327.0,327.85416000000004,336.88975000000005,355.92533999999995,0.0,0.0,0.0
