Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6
Jane Burge,606.0,646.0,646.0416,665.04992,695.16962,743.64006
Alex Dingwall,255.0,0.0,0.0,0.0,0.0,0.0
Michael Herrigan,505.0,562.0,562.4992000000001,585.5075199999999,617.46424,0.0
John Letford,1418.0,1439.0,1433.0,1433.0,1433.0,1433.0
Jane Morgan,1210.0,1277.0,1277.3286400000002,1618.33696,1433.0,1433.0
Mohammed Razaq,421.0,445.0,445.08736000000005,0.0,0.0,0.0
Franny Scally,1315.0,1328.0,1332.71328,1359.75488,1387.94466,1758.19833
