Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6
George Black,792.0,821.04948,827.1293999999998,888.298,0.0,0.0
Karen Conaghan,1499.0,1499.0,1313.0,1313.0,1313.0,1313.0
David Mcbride,1762.0,1313.0,1313.0,1313.0,1313.0,1313.0
Iain Mclaren,809.0,827.09222,989.7610999999998,998.63632,1254.05028,1402.95782
Andrew Muir,159.0,168.42834,170.90994,0.0,0.0,0.0
Elizabeth Ruine,584.0,910.1696,915.0087199999998,937.17732,1103.6309,0.0
Brian Walker,957.0,979.6789799999999,980.5475399999999,1009.3119999999999,1147.1276400000002,1387.98862
