Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6
Michael Peregrine Gallagher,268.0,274.73137,276.81865000000005,277.3730800000001,0.0,0.0
Alan Livingstone,270.0,277.22999000000004,282.19829000000004,283.36299999999994,358.08075,0.0
Dennis Melloy,1833.0,1376.0,1376.0,1376.0,1376.0,1376.0
Fiona Janet Sarwar,1251.0,1266.9558399999994,1267.7802199999994,1267.9878199999998,1355.92485,1417.78455
Lewis David Dawson Simpson,1342.0,1365.68445,1379.6326099999994,1376.0,1376.0,1376.0
Colin Stewart,1047.0,1418.97052,1376.0,1376.0,1376.0,1376.0
Ian Stratton,866.0,868.7424100000001,869.1206099999999,869.5133100000002,899.1833399999998,940.75988
