Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6
John Brown,115.0,178.9576,180.9576,196.75442,213.55124,0.0
Rob Crichton,126.0,234.19494000000006,235.26090000000005,250.52474,262.32156,364.09718
Maurice Davidson,122.0,172.63309999999998,174.63309999999998,189.29799999999997,216.69376,270.15018
Delia Mary Hall,11.0,15.263840000000002,0.0,0.0,0.0,0.0
Arthur Alexander Robertson,61.0,79.6543,81.18727999999999,0.0,0.0,0.0
James Stockan,576.0,269.0,269.0,269.0,269.0,269.0
Terry Thomson,61.0,82.85218,84.38515999999998,100.58304,0.0,0.0
