Candidate,Round 1,Round 2,Round 3,Round 4,Round 5
Finlay Carson,904.0,835.0,835.0,835.0,835.0
Brian Collins,797.0,800.0528,811.2817600000001,811.5393999999999,899.6595199999999
Andrew Metcalf,106.0,109.05280000000002,0.0,0.0,0.0
George N Prentice,797.0,812.56928,836.4088,835.0,835.0
Daniel Scheffer,335.0,336.37376,349.83167999999995,349.95312,403.98336000000006
Paul Taylorson,202.0,203.22112,229.45008,229.67196,0.0
Gary Wardell,197.0,235.00736000000003,249.9232,250.26532,265.13196
