Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6
Michael Baird,773.0,773.0,690.0,690.0,690.0,690.0
Charlotte Gibson,302.0,309.17975,333.66011000000003,337.95116,354.09731,383.54734
Marianne Hutchison,968.0,690.0,690.0,690.0,690.0,690.0
Robert Alan Jardine,48.0,58.338840000000005,61.45257,0.0,0.0,0.0
Hugh Morrison,477.0,573.49584,594.8624700000003,618.92577,657.62557,714.40143
Clive Soley,108.0,164.00205,179.03385000000003,181.03770999999995,197.6884,0.0
Philipp Tanzer,80.0,92.34917000000002,96.42923000000002,107.21835,0.0,0.0
