Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7
Bill Bowles,569.0,580.65472,587.0520399999999,646.9724199999999,0.0,0.0,0.0
Brian David Boyd,918.0,929.7209400000002,947.9129000000003,999.5021800000001,1271.0579599999999,1269.0,1269.0
David Cheape,909.0,924.4292600000003,937.0847600000001,1013.93222,1224.10408,1225.5850500000001,1642.60249
Mark James Mcdonald,1359.0,1269.0,1269.0,1269.0,1269.0,1269.0,1269.0
Joanne Mcfadden,351.0,361.3965399999999,380.04534,0.0,0.0,0.0,0.0
Beth Morrison,70.0,77.21798000000004,0.0,0.0,0.0,0.0,0.0
Terry O'Halloran,899.0,901.4501399999999,918.7812399999999,978.10564,1038.17186,1038.34604,0.0
