Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7
Maurice Corry,843.0,800.0,800.0,800.0,800.0,800.0,800.0
George Freeman,466.0,478.2399999999998,489.05599999999987,521.8719999999998,524.5008599999999,672.6256599999999,0.0
Mark Irvine,475.0,481.3749999999999,497.88499999999993,550.854,553.6298100000001,680.2971500000001,1021.7795
Robert Graham Macintyre,149.0,151.49900000000002,161.856,0.0,0.0,0.0,0.0
Nigel Ford Millar,91.0,95.38600000000001,0.0,0.0,0.0,0.0,0.0
Shonny Iain Paterson,777.0,777.153,786.255,813.357,800.0,800.0,800.0
Watson Robinson,397.0,404.6499999999999,442.3329999999999,461.537,464.47784,0.0,0.0
