Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6
Richard Brodie,959.0,910.0,910.0,910.0,910.0,910.0
Ian Carruthers,881.0,889.5831200000003,932.94075,910.0,910.0,910.0
Sean Marshall,889.0,901.2615999999999,903.2616,905.7375199999999,1005.7409899999999,910.0
Ronnie Ogilvie,761.0,764.6273899999999,766.67848,767.3496399999999,842.5214199999999,916.2356299999999
Brian Pope,73.0,73.86853,0.0,0.0,0.0,0.0
Marion Fb Stewart,416.0,424.7363899999999,432.94074999999987,438.61332000000004,0.0,0.0
Andrew Wilson,568.0,573.8753499999999,576.9775299999999,578.84853,664.84128,670.86946
