Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6
Timothy Anderson,38.0,40.04631,40.45497,0.0,0.0,0.0
Jacquie Bell,659.0,673.3241700000001,678.16971,687.8611000000001,698.44744,0.0
Donna Collins,1395.0,1397.97045,1401.07432,1411.10351,1414.12297,1638.46559
Norman Hampshire,1643.0,1643.0,1627.0,1627.0,1627.0,1627.0
Mark James,984.0,1049.0198500000001,1051.99723,1061.5274100000001,1091.1013200000002,1359.0199499999999
Lyn Jardine,1742.0,1627.0,1627.0,1627.0,1627.0,1627.0
Cris Thacker,44.0,56.34386999999999,56.557929999999985,58.87062,0.0,0.0
