Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7
Frank Stephen Burns,94.0,102.39200000000002,103.96064999999999,104.43529999999998,0.0,0.0,0.0
Archie Macdonald,111.0,119.81160000000001,121.92494999999998,122.41854999999995,158.21367,206.35752,0.0
Rae Mackenzie,287.0,295.6018,295.6018,290.0,290.0,290.0,290.0
Callum Ian Macmillan,101.0,113.16840000000003,115.11015,115.57288999999999,144.42273999999998,0.0,0.0
Angus Mccormack,283.0,299.5742,290.0,290.0,290.0,290.0,290.0
Frances Murray,203.0,212.65080000000003,214.55905,217.44125000000003,230.74457000000004,246.26382,300.92928
George Murray,367.0,290.0,290.0,290.0,290.0,290.0,290.0
