Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7
Sandy Cowie,160.0,244.86632,255.84152000000003,257.20192000000003,282.9906,283.05389,356.08823
Barbara Foulkes,150.0,256.35844,267.33364000000006,269.43580000000003,290.23212,290.0,290.0
Barbara Leslie,109.0,152.53531999999996,158.60395999999997,161.80828,177.169,177.22520999999998,0.0
Alastair Macleod,39.0,83.63748,88.02756000000001,93.6462,0.0,0.0,0.0
Leslie Manson,646.0,290.0,290.0,290.0,290.0,290.0,290.0
John Richards,333.0,333.0,290.0,290.0,290.0,290.0,290.0
Max Thomas,10.0,16.61296,17.77504,0.0,0.0,0.0,0.0
