Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6
Marion Black,299.0,301.2921399999999,311.3660799999999,0.0,0.0,0.0
Jamie Bryant,56.0,56.3697,0.0,0.0,0.0,0.0
Colin John Cassidy,1012.0,1017.9151999999999,1035.9152,1133.21096,1077.0,1077.0
Stephen Curran,1163.0,1077.0,1077.0,1077.0,1077.0,1077.0
Karen Mary Green,501.0,503.2921399999999,508.2921399999999,602.5139599999999,648.3513,663.57404
Margot Russell,816.0,881.1411399999997,894.3629599999998,952.98964,956.86172,1199.23604
Mark Wells,459.0,462.77094,464.77094,482.77094,483.42305999999996,0.0
