Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6
Robert Foster,676.0,681.0,695.0,1033.0,840.0,840.0
Margaret George,720.0,722.0,742.0,768.0,820.49923,829.49923
Audrey Hynd-Gaw,68.0,77.0,0.0,0.0,0.0,0.0
Ian Kerr,42.0,0.0,0.0,0.0,0.0,0.0
Christina Larsen,733.0,743.0,752.0,771.0,789.683,1437.54058
David O'Neill,437.0,443.0,453.0,0.0,0.0,0.0
Robin Sturgeon,681.0,684.0,684.0,701.0,710.3415,0.0
