Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7
Chris Ballance,528.0,706.1475,727.89103,729.98455,782.9671500000001,924.45476,1165.02814
Helen Crawford,1099.0,1099.0,1099.0,1040.0,1040.0,1040.0,1040.0
Aarron Duncan-Macleod,430.0,471.80528,535.1137900000001,556.10267,596.19326,774.12138,0.0
David Fraser,1182.0,1182.0,1040.0,1040.0,1040.0,1040.0,1040.0
Holly Kingham,342.0,369.31595000000004,385.5335,398.25566000000003,523.0951300000002,0.0,0.0
Emma Knox,1364.0,1040.0,1040.0,1040.0,1040.0,1040.0,1040.0
Michael Perera,253.0,276.51547,286.84665000000007,291.8925700000001,0.0,0.0,0.0
