Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7
Lisa Beatti,1372.0,1037.0,1037.0,1037.0,1037.0,1037.0,1037.0
Paul Bertra,405.0,656.97312,665.94976,689.39136,721.05376,781.70146,0.0
Peter Boye,1003.0,1015.4521599999999,1020.45216,1036.69632,1408.62624,1037.0,1037.0
Peter De Vin,461.0,484.92767999999995,503.41599999999994,686.34592,737.83424,800.87486,1014.27354
Bob Goupillo,52.0,54.19744,0.0,0.0,0.0,0.0,0.0
Katie Moffa,475.0,486.96384,493.20799999999997,525.69632,0.0,0.0,0.0
Richard Thomso,379.0,388.27808,388.27808,0.0,0.0,0.0,0.0
