Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7
Gavin Berkenheger,650.0,659.4542499999998,687.9669299999998,691.0471600000001,701.3134600000001,715.23477,0.0
Les Hood,216.0,249.65713000000002,0.0,0.0,0.0,0.0,0.0
Sean Edward Kennedy,599.0,663.2889000000001,694.0706,697.07526,741.30651,790.2338,1136.38383
Graham Alexander Mackenzie,1494.0,929.0,929.0,929.0,929.0,929.0,929.0
Angela Maclean,773.0,853.9283799999997,947.7607999999997,929.0,929.0,929.0,929.0
Margaret Paterson,698.0,833.3848599999997,863.9228999999999,871.35244,1033.0524300000002,929.0,929.0
Thomas Widrow,210.0,366.18421,398.9912700000001,401.0602,0.0,0.0,0.0
