Candidate,Round 1,Round 2,Round 3,Round 4,Round 5
Martin Bartos,1727.0,1763.3194400000004,1779.40766,1812.9360899999997,2148.2274899999998
Tony Curtis,2336.0,2336.0,2104.0,2104.0,2104.0
Carole Ford,889.0,894.6472299999999,974.0952299999997,1009.37222,0.0
Kenny Mclean,2366.0,2104.0,2104.0,2104.0,2104.0
Tom Muirhead,109.0,111.87898,135.51476,0.0,0.0
Martin Rhodes,1848.0,1857.4120500000004,1902.9953400000004,1922.9905799999997,2303.3027300000003
Kaukab Stewart,1241.0,1439.5388900000005,1442.5181900000005,1456.86289,1519.0820099999999
