Candidate,Round 1,Round 2,Round 3
John Jamieson,868.0,892.1293000000001,904.2162999999998
Samantha Johnstone,66.0,69.7122,71.5992
Alison Lothian,118.0,120.78414999999998,124.20114999999998
Stewart Macdonald,1293.0,893.0,893.0
Jim Neill,241.0,571.07645,583.62245
Willie Telfer,41.0,47.49635,50.76034999999999
Jack Young,941.0,941.0,893.0
