Candidate,Round 1,Round 2,Round 3,Round 4,Round 5
Robert Bon,449.0,481.1622499999999,482.16224999999986,0.0,0.0
Ellie Clarke,469.0,604.6789999999996,607.0305000000001,718.2662499999999,855.62325
Marshall Neil Douglas,1485.0,1224.0,1224.0,1224.0,1224.0
Calum Macewan Watt,11.0,11.878749999999998,0.0,0.0,0.0
Julie Pirone,1102.0,1106.74525,1107.74525,1148.624,1253.327
David Pye,483.0,506.1989999999999,507.1989999999999,649.0532499999999,0.0
Robin Tatler,896.0,929.3924999999997,933.5682499999998,1031.73175,1293.70725
