Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6
Colin Aitken,478.0,549.9753300000001,618.26318,640.79591,868.2250799999999,1228.59056
Jimmy Duncan,104.0,216.48838999999998,225.58053999999998,0.0,0.0,0.0
Claire Filer,299.0,597.24508,628.39053,724.52466,841.25976,0.0
Ken Gowans,1949.0,1109.0,1109.0,1109.0,1109.0,1109.0
David Jardine,402.0,501.98968,536.4237800000001,557.57984,0.0,0.0
Duncan Macpherson,1375.0,1375.0,1109.0,1109.0,1109.0,1109.0
Andrew Sinclair,936.0,949.7916799999999,1007.6332299999998,1017.23051,1073.86883,1096.06339
