Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7
Liz Barrett,2315.0,1367.0,1367.0,1367.0,1367.0,1367.0,1367.0
Andy Chan,1151.0,1419.2224999999994,1419.2224999999994,1367.0,1367.0,1367.0,1367.0
Elspeth Maclachlan,279.0,411.2685,411.60245999999995,412.8636399999999,0.0,0.0,0.0
Iain Macpherson,1377.0,1377.0,1367.0,1367.0,1367.0,1367.0,1367.0
Sheila Mccole,922.0,1044.85,1054.01212,1055.3935700000002,1243.90459,1257.02008,1489.86238
Calum Milne,404.0,483.85249999999996,483.88154000000003,524.44275,542.61519,0.0,0.0
Kirsten Roper,385.0,547.5715,547.77478,550.49959,652.11028,795.4852000000001,0.0
