Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7
Marie Burns,1470.0,1007.0,1007.0,1007.0,1007.0,1007.0,1007.0
Ross Collins,171.0,219.18888,227.63367999999997,239.08544,278.91216,0.0,0.0
Karin Craig,64.0,70.2992,76.47040000000001,0.0,0.0,0.0,0.0
Barry Keith Jackson,106.0,111.66927999999999,130.42648000000003,139.87824,0.0,0.0,0.0
Susan Johnson,323.0,696.5425600000001,706.28656,718.55328,730.32688,874.0064,0.0
Nairn Mcdonald,1096.0,1096.0,1007.0,1007.0,1007.0,1007.0,1007.0
Angela Stephen,795.0,797.83464,818.5406400000002,839.7488000000001,885.33192,913.62176,1097.14616
