Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6
Scott Douglas,3819.0,2858.0,2858.0,2858.0,2858.0,2858.0
Gillian Gloyer,3502.0,3502.0,2858.0,2858.0,2858.0,2858.0
Kate Nevens,598.0,670.7210699999997,780.13562,792.5166700000002,852.3867200000001,0.0
James Nisbet,66.0,150.54768000000004,165.25888000000003,0.0,0.0,0.0
Frank Ross,2474.0,2503.69234,2566.21494,2577.64417,2589.47678,2956.60226
John Ferguson Scott,92.0,221.58945,281.35370000000006,316.92960000000005,0.0,0.0
June Whitelaw,878.0,1089.11757,1289.006,1316.11355,1386.80478,1633.0113099999999
