Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6
Audrey Doig,1204.0,1204.0,1127.0,1127.0,1127.0,1127.0
Alison Jean Dowling,786.0,853.30326,857.6518599999998,884.8235500000001,974.52916,1210.50344
Allan Heron,162.0,271.6162800000001,272.89528000000007,318.60653,0.0,0.0
Robert Innes,774.0,787.6310400000001,848.89514,928.70937,954.7646500000001,0.0
Scott Kerr,1574.0,1127.0,1127.0,1127.0,1127.0,1127.0
James Sheridan,935.0,993.7838600000006,996.2139600000002,1023.7134200000002,1078.51203,1221.97706
Helen Lorraine Speirs,195.0,221.41014,224.99134000000004,0.0,0.0,0.0
