Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7
Martin Brennan,1804.0,1067.0,1067.0,1067.0,1067.0,1067.0,1067.0
Graeme Brooks,508.0,525.9753200000001,539.3525000000001,573.09817,583.5722499999999,611.2490799999999,0.0
Math Campbell-Sturgess,854.0,889.1335800000005,928.3758599999996,954.0524299999998,1344.28609,1067.0,1067.0
Jim Clocherty,863.0,1419.8263900000002,1067.0,1067.0,1067.0,1067.0,1067.0
Alex De Ruyter,449.0,462.89002,476.74304,500.44120000000004,0.0,0.0,0.0
Charles Mccallum,224.0,237.89002,288.5564600000001,0.0,0.0,0.0,0.0
Kenny Shepherd,628.0,651.28621,684.5858700000001,755.67958,794.4292499999999,853.8528900000001,1177.77721
