Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7
Jim Bryant,248.0,249.85288000000003,275.09456,0.0,0.0,0.0,0.0
Colin John Cassidy,1142.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0
Stephen Curran,976.0,980.6724799999998,1000.9141599999999,1051.55864,1050.0,1050.0,1050.0
Margot Russell,800.0,804.18912,840.35024,884.67248,885.9152,993.45577,1317.49493
Jill Simon,168.0,171.86687999999998,0.0,0.0,0.0,0.0,0.0
Robin Traquair,706.0,707.2889600000001,716.28896,779.36952,779.41436,791.8038,0.0
Gary Young,158.0,229.05392000000003,282.03463999999997,330.43744000000004,330.48053000000004,0.0,0.0
