Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6
Jim Dickson,1734.0,1228.0,1228.0,1228.0,1228.0,1228.0
Mary Roberston Dickson,636.0,1085.0955900000001,1085.30642,1095.4954699999998,1195.5488500000001,1230.4679
Bruce Fairbairn,1135.0,1138.5017200000002,1138.9888099999998,1175.0324299999997,1187.33878,0.0
Derek Graham Pattle,148.0,152.08533999999997,152.3616,0.0,0.0,0.0
George Paul,1237.0,1237.0,1228.0,1228.0,1228.0,1228.0
Carole Racionzer,190.0,203.42326,203.61955,231.12949,0.0,0.0
Kirsteen Sullivan,1056.0,1068.54783,1075.6288100000002,1121.6205599999998,1189.19593,1746.90216
