Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7
Karen Adam,1038.0,1057.40326,1057.40326,1039.0,1039.0,1039.0,1039.0
Jim Gifford,1797.0,1039.0,1039.0,1039.0,1039.0,1039.0,1039.0
Jeff Goodhall,249.0,455.6869,467.2169599999999,468.2152799999999,534.4258,627.34161,0.0
Andrew John Hassan,491.0,723.8391199999999,730.6760400000001,731.38128,860.37846,929.9614399999999,1226.81922
Paul Johnston,1070.0,1070.0,1039.0,1039.0,1039.0,1039.0,1039.0
Kirsten Muat,245.0,300.67892,302.53299999999996,302.98268,0.0,0.0,0.0
Cryle Shand,302.0,310.4362,314.05744999999996,329.11605,358.32066,0.0,0.0
