Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7
Bob Burgess,1067.0,1069.95134,1078.95134,1099.95134,1141.50388,1138.0,1138.0
Angela Feeney,1075.0,1087.6486,1118.85941,1418.28103,1138.0,1138.0,1138.0
Fiona Fotheringham,1442.0,1138.0,1138.0,1138.0,1138.0,1138.0,1138.0
Jim Hume,775.0,1041.46384,1053.5178899999999,1061.93951,1098.50133,1098.73401,1277.62178
Sam Love,728.0,732.8486300000001,849.84863,891.05944,945.7275400000001,947.04138,0.0
Frank Mckay,214.0,215.89729,0.0,0.0,0.0,0.0,0.0
Jim Robertson,387.0,388.8972899999999,413.89728999999994,0.0,0.0,0.0,0.0
