Candidate,Round 1,Round 2
Jim Halfpenny,145.0,150.79767999999999
James Harte,1424.0,1080.0
James Mcquade,1102.0,1102.0
Steven Millar,375.0,382.48867
Sam Mullin,1071.0,1371.7546499999999
Iain Nicolson,1170.0,1170.0
Ross Stalker,111.0,117.03925000000001
