Candidate,Round 1,Round 2,Round 3
Allan Falconer,1170.0,858.0,858.0
Mckenzie Gibson,74.0,101.9993,107.88385000000001
Graeme Horne,1153.0,1153.0,858.0
Connar Mcbain,369.0,387.13288,395.57592999999997
Jean Mckeown,861.0,861.0,861.0
John Menzies,592.0,639.9988000000001,887.6616
Rob Sale,70.0,94.79938000000001,98.63713000000001
