Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7
Andy Bowden,141.0,153.40160000000003,160.95728000000003,0.0,0.0,0.0,0.0
John Boyd,509.0,522.9518,543.3801199999999,563.9947399999999,564.8194500000002,0.0,0.0
Robert Evans,576.0,584.13855,593.0934299999999,602.8685299999999,603.2141199999999,827.6789699999999,0.0
Brian Lawson,1558.0,1558.0,1122.0,1122.0,1122.0,1122.0,1122.0
Will Mylet,529.0,545.6646499999999,900.7816099999999,940.7543099999999,941.6836000000001,1042.15893,1196.35338
Jim Sharkey,1832.0,1122.0,1122.0,1122.0,1122.0,1122.0,1122.0
Maureen Sharkey,460.0,1071.9414499999998,1086.7729699999998,1128.09096,1122.0,1122.0,1122.0
