Candidate,Round 1,Round 2,Round 3,Round 4
James Adams,1297.0,1297.0,1178.0,1178.0
Elizabeth Anne Brown,228.0,299.3464500000001,308.52144999999996,312.17563999999993
Lillian Jones,1662.0,1178.0,1178.0,1178.0
Iain Linton,1168.0,1219.8353800000007,1219.8353800000007,1178.0
Frank Mcniff,369.0,475.0004400000001,516.7466900000001,517.85958
Guy Njali Bola,71.0,81.19235,82.9356,83.37267
Douglas Reid,1093.0,1142.5057000000002,1149.2952,1182.4515900000001
