Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6
Dianne Alexander,1203.0,1210.0288199999995,1222.44228,1778.9230400000001,1639.0,1639.0
Ian Baxter,701.0,713.6794399999998,763.782,799.8845600000001,870.1921199999999,1036.96294
Colin Lawrie,617.0,623.33972,632.61536,0.0,0.0,0.0
Janet Lay-Douglas,1415.0,1425.6121400000002,1515.85252,1521.26598,1524.71297,1708.11668
George Mcintyre,250.0,257.44228000000004,0.0,0.0,0.0,0.0
Derek Milligan,1901.0,1639.0,1639.0,1639.0,1639.0,1639.0
Louie Lorraine Milliken,466.0,665.56336,715.7684800000001,728.1466800000001,741.36241,0.0
