Candidate,Round 1,Round 2,Round 3,Round 4
Stephen William Cameron,36.0,38.16972,46.72512,104.72544
Fatima Joji,1430.0,1430.0,1430.0,1142.0
Ron Mckail,1655.0,1142.0,1142.0,1142.0
Colin Mckay,48.0,52.64940000000001,61.204800000000006,100.67724
Craig Miller,605.0,1050.41252,1134.77827,1143.84082
Iris Margaret Walker,1498.0,1498.0,1142.0,1142.0
Lesley Young,434.0,454.76732,604.01152,704.9079100000001
