Candidate,Round 1,Round 2,Round 3,Round 4,Round 5
Susan Carstairs,181.0,187.35744999999997,189.35744999999997,191.50034999999997,0.0
Allan Henderson,917.0,811.0,811.0,811.0,811.0
Billy Maclachlan,778.0,793.3734699999999,796.60465,800.69886,838.89409
Denis Rixson,304.0,324.6906099999999,328.0373799999999,331.03202999999996,402.58993
Liz Saggers,265.0,271.35745,275.47303999999997,276.91692,290.62978999999996
Liam Simmonds,30.0,34.04565,0.0,0.0,0.0
Ben Thompson,767.0,809.42153,826.4268699999998,811.0,811.0
