Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7
Karen Carruthers,1140.0,1028.0,1028.0,1028.0,1028.0,1028.0,1028.0
Archie Dryburgh,880.0,888.4486400000001,908.6451199999999,973.11872,1260.21696,1028.0,1028.0
Kirsten Herbst-Gray,137.0,141.61728,159.81376000000003,0.0,0.0,0.0,0.0
Denis Raymond Male,633.0,639.0908799999997,649.0908799999997,687.46624,796.56448,875.08892,1190.62354
Stephen Paul Mattock,107.0,108.27712,0.0,0.0,0.0,0.0,0.0
Ron Tait,614.0,693.0831999999996,699.67264,712.75328,724.94976,751.8386800000001,0.0
Sylvia Willmot,597.0,597.8841600000001,640.9824,660.9824000000001,0.0,0.0,0.0
