Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7
Chic Brodie,506.0,530.1295,535.01191,0.0,0.0,0.0,0.0
Siobhian Brown,1267.0,1276.6518,1276.98833,1376.6309799999997,2006.707,1635.0,1635.0
Allan Dorans,646.0,653.72144,654.51737,723.9651400000001,0.0,0.0,0.0
Martin Dowey,3160.0,1635.0,1635.0,1635.0,1635.0,1635.0,1635.0
Lee Lyons,1006.0,1847.154370000001,1635.0,1635.0,1635.0,1635.0,1635.0
Liz Martin,911.0,952.02015,961.0444600000001,1071.28054,1103.84316,1248.13661,0.0
Derek Mccabe,675.0,1211.1574900000005,1400.19636,1530.77695,1547.38478,1560.41775,1865.62952
