Candidate,Round 1,Round 2,Round 3
Gordon Clark,902.0,928.2731600000001,973.7819900000001
Michael Hanley,158.0,163.40918,175.49591000000004
Tunweer Malik,97.0,103.56828999999999,128.10605
Edward Mcavoy,1571.0,964.0,964.0
Denis Mckenna,777.0,1300.14498,964.0
Jean Miller,200.0,204.63644,218.98537999999996
Jim Nixon,148.0,152.25007,165.99966999999998
