Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7
Gladys Ferguson-Miller,1420.0,1231.0,1231.0,1231.0,1231.0,1231.0,1231.0
Lorna Gall,126.0,129.32725,145.62157999999997,0.0,0.0,0.0,0.0
Robert Gillies,420.0,570.79097,580.2284100000002,590.73551,661.4385400000001,0.0,0.0
Graeme David Mullin,664.0,665.3309,680.9616600000002,720.20578,803.11347,825.94058,0.0
Kirsten Robb,626.0,647.0282199999999,661.03692,694.16768,790.09162,1149.24163,1291.47281
Graham Scott,1329.0,1329.0,1231.0,1231.0,1231.0,1231.0,1231.0
Jim Wardhaugh,336.0,339.59342999999996,356.62506,382.37092,0.0,0.0,0.0
