Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7
Bill Houston,292.0,297.0,313.0,401.0,359.0,359.0,359.0
Annie Macdonald,172.0,176.0,185.0,0.0,0.0,0.0,0.0
Norman Alexander Macdonald,315.0,321.0,340.0,355.0,364.00678,359.0,359.0
Norman A Puss Macdonald,147.0,152.0,0.0,0.0,0.0,0.0,0.0
Catherine Mary Maciver,229.0,238.0,253.0,278.0,284.17907,285.53873999999996,0.0
Cudig Macleod,233.0,240.0,307.0,339.0,348.94935,350.34803999999997,521.8089
Barry Steven Shelby,46.0,0.0,0.0,0.0,0.0,0.0,0.0
