Candidate,Round 1,Round 2
Bill Crabb,440.0,444.02950999999996
Will Dawson,1350.0,1030.0
Outi Maattanen-Bourke,115.0,119.97763
Dorothy Mchugh,1071.0,1071.0
Alison Mcintosh,167.0,183.59210000000002
Allan Petrie,151.0,157.87386999999998
Christina Roberts,823.0,1087.5254800000002
