Candidate,Round 1,Round 2,Round 3
Anthony Carroll,1431.0,1431.0,1367.0
Allan Casey,1337.0,1361.7286199999996,1387.8450999999998
Fiona Mcnider Connelly,339.0,369.5891600000001,370.3046800000001
Oisín Duncan,84.0,108.72862,116.64406000000001
Lorna Finn,582.0,608.7297799999996,626.3941799999993
Fergus Mccann,96.0,142.74138,147.61586
Elaine Mcdougall,1595.0,1367.0,1367.0
