Candidate,Round 1,Round 2,Round 3,Round 4,Round 5
George Gebbie,92.0,96.89528000000001,96.94918000000001,0.0,0.0
Colm Merrick,1888.0,1809.0,1809.0,1809.0,1809.0
Mary Montague,1608.0,1628.7944799999998,1630.2882800000002,1662.04525,1863.14137
Alice Roy,464.0,469.48103999999995,470.29339,487.8907,575.69573
Karen Sharkey,387.0,418.29632,418.43492,439.16992000000005,0.0
Allan Steele,978.0,983.27184,986.08619,998.3030899999999,1033.56327
Gordon Wallace,1816.0,1816.0,1809.0,1809.0,1809.0
