Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7
Bill Cormie,1233.0,1233.0,962.0,962.0,962.0,962.0,962.0
Fraser Forsyth,531.0,555.68232,579.8581199999999,600.2206000000001,686.1204399999999,751.71736,867.62546
Jenny Laing,1247.0,962.0,962.0,962.0,962.0,962.0,962.0
John Laing Mccallum,245.0,315.8474,333.8693599999999,360.69482,461.34860000000003,0.0,0.0
Patrick Mcguire,82.0,102.79714,112.24768,0.0,0.0,0.0,0.0
William Sell,245.0,282.25202,299.17508,321.49105999999995,0.0,0.0,0.0
Iolanda Serci,264.0,292.79604,458.51015999999987,468.18256,498.23034,580.98732,0.0
