Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6
Jane Cox,560.0,674.24288,681.2110399999999,692.1792,732.4404000000001,904.12904
Kevin Ferguson,81.0,101.81544000000002,0.0,0.0,0.0,0.0
Cameron Knox,191.0,522.5948000000003,534.40376,555.72864,601.2192,0.0
Robert Leach,114.0,131.42688,148.87912,0.0,0.0,0.0
Watson Mcateer,1477.0,762.0,762.0,762.0,762.0,762.0
Annette Smart,509.0,565.1532800000001,607.9304,638.3189600000001,671.58016,765.4404
Rosemary Webster,113.0,153.17864000000003,162.59904,202.40800000000002,0.0,0.0
