Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7
Bill Campbell,963.0,963.0,899.0,899.0,899.0,899.0,899.0
Donald Hay,464.0,606.21744,608.67609,612.5283400000001,614.75328,666.54546,0.0
Pauline Hinchion,217.0,335.95936,339.21541,347.77146000000005,374.44030000000004,0.0,0.0
Fraser Macpherson,1453.0,899.0,899.0,899.0,899.0,899.0,899.0
Richard Mccready,937.0,937.0,937.0,899.0,899.0,899.0,899.0
Vari Mcdonald,411.0,518.13968,571.5654800000001,578.05348,590.49828,723.67083,837.58614
Raymond Mennie,49.0,65.01376,65.54536,69.19486,0.0,0.0,0.0
