Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6
Peter Coleman,106.0,109.27809999999997,120.60590999999998,123.98882,125.32158,0.0
John Finlay Sinclair Fraser,262.0,268.22839000000005,289.66547,269.0,269.0,269.0
Amanda Hawick,153.0,156.93371999999997,168.37079999999997,173.77583,176.28077000000002,208.71982
Dennis Leask,302.0,269.0,269.0,269.0,269.0,269.0
Shayne Charles Mcleod,99.0,102.49663999999999,0.0,0.0,0.0,0.0
Neil Pearson,171.0,177.88400999999996,206.08598000000003,213.57299,215.06633,281.26065
Cecil Laing Smith,251.0,257.4469300000002,275.88401,275.88401000000005,269.0,269.0
