Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9,Round 10
Saqib Ahmed,2213.0,2213.0,1705.0,1705.0,1705.0,1705.0,1705.0,1705.0,1705.0,1705.0
Seonad Hoy,200.0,233.35966,243.23031000000003,245.52453000000006,273.21718000000004,297.86629,332.64074,0.0,0.0,0.0
Rashid Hussain,1039.0,1083.0063600000003,1507.9034100000013,1510.903410000001,1522.8862800000006,1555.8691500000004,1591.16865,1653.69385,1665.0552300000002,2106.12212
George Laird,163.0,172.22714000000002,178.88409000000001,201.46853,212.47252999999998,229.05696999999998,0.0,0.0,0.0,0.0
David Mcdonald,2643.0,1705.0,1705.0,1705.0,1705.0,1705.0,1705.0,1705.0,1705.0,1705.0
Mark Mcgowan,77.0,89.06626,92.27996,95.27996,0.0,0.0,0.0,0.0,0.0,0.0
Will Millinship,131.0,141.29180999999997,145.65326,150.65326,157.00814999999997,0.0,0.0,0.0,0.0,0.0
Rory O'Brien,1188.0,1198.6467,1208.05825,1211.41314,1218.12292,1253.0451199999998,1297.214,1328.79844,1330.23842,0.0
Rhiannon Spear,812.0,1565.786359999999,1575.427459999999,1579.8470199999992,1597.3959200000002,1607.58993,1635.59793,1746.8662,1705.0,1705.0
Dean Ward,54.0,58.613569999999996,59.53177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
