Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9,Round 10
Iris Gibson,1876.0,1876.0,1876.0,1640.0,1640.0,1640.0,1640.0,1640.0,1640.0,1640.0
Matt Kerr,2279.0,1640.0,1640.0,1640.0,1640.0,1640.0,1640.0,1640.0,1640.0,1640.0
Gordon Macdiarmid,147.0,193.82345999999998,226.57217,233.74219999999994,245.27782999999994,259.18519,0.0,0.0,0.0,0.0
Janice Mackay,86.0,99.73862,107.21148000000001,109.72728000000001,0.0,0.0,0.0,0.0,0.0,0.0
Jayne Ann Morgan,292.0,316.67344,330.52021,333.28759,365.69016999999997,391.06428999999997,411.9766900000001,431.53881,0.0,0.0
Isabel Nelson,76.0,103.19686000000002,115.50510000000003,119.65617,123.72171,0.0,0.0,0.0,0.0,0.0
Ian Ruffell,169.0,209.93547999999993,237.84881,245.01883999999998,256.73324999999994,273.94817,314.03806000000003,0.0,0.0,0.0
Gail Sheridan,472.0,555.27286,624.2869199999998,638.8785599999998,646.8835099999999,656.76173,688.02329,735.05464,772.39142,0.0
Jim Torrance,700.0,771.7772799999998,826.7247799999997,1004.088679999999,1010.7497599999991,1025.9421999999995,1048.66361,1128.1193199999998,1193.8408100000001,1434.96191
Alistair Watson,2102.0,2102.0,1640.0,1640.0,1640.0,1640.0,1640.0,1640.0,1640.0,1640.0
