Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9,Round 10
Lezley Marion Cameron,3419.0,2487.0,2487.0,2487.0,2487.0,2487.0,2487.0,2487.0,2487.0,2487.0
James Demare Christie,187.0,207.44424999999993,209.17440999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philip Doggart,2239.0,2313.4170700000004,2316.7332100000003,2373.7840100000003,2388.7840100000003,2414.4195500000005,2537.10589,2487.0,2487.0,2487.0
Colin Fox,295.0,321.44123,324.9015500000001,335.28027000000003,375.55285999999995,0.0,0.0,0.0,0.0,0.0
Lesley Macinnes,2906.0,2906.0,2487.0,2487.0,2487.0,2487.0,2487.0,2487.0,2487.0,2487.0
Martha Mattos Coelho,910.0,942.4382100000001,1300.4371500000018,1316.527510000001,1368.9220000000005,1450.83939,1484.1054700000002,1485.4202299999997,2102.83356,2558.41873
Ishrat Measom,725.0,1308.0700100000006,1313.5488500000008,1338.9102900000012,1369.7280600000006,1432.5175100000001,1604.1612699999998,1617.46759,1947.16862,0.0
Abu Meron,222.0,226.36143999999996,227.80324,240.80324,0.0,0.0,0.0,0.0,0.0,0.0
John Nichol,1023.0,1068.5225300000002,1092.1680500000002,1110.8731800000003,1138.43413,1226.8063400000005,1357.41158,1360.5771,0.0,0.0
Madeleine Rani Frances Planche,507.0,548.4336799999999,550.88474,565.20964,579.6264100000001,608.4061300000001,0.0,0.0,0.0,0.0
