Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9,Round 10
Allan Gow,1470.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0
Fiona E Higgins,1363.0,1363.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0
Seonad Mairi Hoy,322.0,344.00224000000003,350.8866000000001,366.90836,377.48114000000004,398.5348400000001,409.7464,0.0,0.0,0.0
Brian Land,746.0,759.53984,770.31536,779.3153600000003,792.8262400000001,798.46092,830.9098999999999,875.13912,876.8450400000002,0.0
Jacqueline Mclaren,512.0,732.6570799999996,739.2421199999998,742.6652399999999,761.0842599999999,975.9049,979.26612,1172.3467999999998,1159.0,1159.0
Robert Jh Mooney,690.0,698.25084,850.9040399999994,870.6999599999997,887.9992799999998,898.5679599999999,1036.07204,1086.63392,1089.05564,1418.47546
Martin Lawson Olu-Osagie,96.0,99.17340000000002,100.22102,102.52033999999999,0.0,0.0,0.0,0.0,0.0,0.0
Scott Simpson,68.0,69.26936,73.90881999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sandra Watson,226.0,251.17563999999996,252.22325999999995,255.58447999999996,267.9457,0.0,0.0,0.0,0.0,0.0
Maria Wells,299.0,300.26936,305.05848,316.31766,321.52922,322.52922,0.0,0.0,0.0,0.0
