Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9,Round 10
David Alston,646.0,691.3977999999994,698.9022199999994,742.6676899999998,789.1986299999998,795.4089899999998,842.5186299999999,912.85575,845.0,845.0
Billy Barclay,1130.0,845.0,845.0,845.0,845.0,845.0,845.0,845.0,845.0,845.0
Myra Carus,292.0,308.89806999999996,311.89806999999996,318.65469999999993,349.91574999999995,351.62570999999997,390.45565999999997,438.9552,458.84745,0.0
Pamela Cornwell,141.0,149.32293000000004,153.07956000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morris Mackenzie Downie,240.0,276.8226599999999,283.82265999999987,296.33592,302.84033999999997,306.50609999999995,358.55693999999994,0.0,0.0,0.0
Craig Alexander Fraser,610.0,636.4820499999997,640.4820499999998,649.7342599999997,678.7430999999998,681.50686,713.55869,755.0392099999999,767.84131,917.04762
Paul Horwood,57.0,60.530939999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Macmillan,216.0,226.08839999999995,229.34060999999994,230.59281999999996,0.0,0.0,0.0,0.0,0.0,0.0
Isobel Mccallum,677.0,759.7248799999993,776.9770899999995,815.7425599999995,868.7602399999996,845.0,845.0,845.0,845.0,845.0
Okain Mclennan,212.0,236.71658000000005,242.47320999999997,249.22983999999994,265.48204999999996,269.10779,0.0,0.0,0.0,0.0
