Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9,Round 10
Stephen Curran,1928.0,1928.0,1892.0,1892.0,1892.0,1892.0,1892.0,1892.0,1892.0,1892.0
Linda Devlin,554.0,563.1260000000002,591.4857299999986,605.7676499999991,626.8927399999998,682.3482899999999,761.7683199999999,0.0,0.0,0.0
Sean Ferguson,2074.0,1892.0,1892.0,1892.0,1892.0,1892.0,1892.0,1892.0,1892.0,1892.0
Leòdhas Iain Massie,638.0,663.7107500000008,665.0176500000007,688.7383200000004,700.9138200000001,741.4963300000001,1003.6033299999999,1213.49837,1369.19133,1509.3589299999999
Rage Rage,428.0,555.2375000000018,555.8162700000016,564.0795200000009,617.6937700000002,626.86927,0.0,0.0,0.0,0.0
Jennie Robertson,82.0,83.9305,84.17321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig Ross,682.0,685.7732500000003,687.0054700000003,697.3751400000002,713.4628900000002,735.6944000000002,774.1005700000002,868.48056,0.0,0.0
Kim Schmulian,857.0,857.9652500000002,859.4028400000002,864.4588500000002,868.47752,895.5708700000001,903.6238700000001,984.5957000000001,1330.73644,0.0
Hugh Southall,175.0,176.755,177.52047,180.71463999999997,186.71464,0.0,0.0,0.0,0.0,0.0
Ralph Raja Suleman,147.0,148.5795,148.71019,156.71019,0.0,0.0,0.0,0.0,0.0,0.0
