Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9,Round 10
Carole Louise Ford,309.0,320.1805000000001,322.4647500000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zen Ghani,1755.0,1824.3569999999984,1843.2417499999988,1864.0419999999997,1945.4209999999998,2043.791,2096.5285,2096.5285,2073.0,2073.0
Ewan Hoyle,421.0,450.84624999999886,460.5517499999994,510.97299999999984,528.352,0.0,0.0,0.0,0.0,0.0
Norman Macleod,1412.0,1451.4159999999986,1461.7424999999996,1481.7322499999998,1517.827,1595.9959999999999,1653.22775,1727.12535,1747.52619,1913.5617
David Meikle,1299.0,1301.0845,1302.1792499999997,1363.93725,1372.12675,1432.88475,1491.1689999999999,1569.54252,1569.82028,0.0
Jon Molyneux,2290.0,2073.0,2073.0,2073.0,2073.0,2073.0,2073.0,2073.0,2073.0,2073.0
Hanif M Raja,1709.0,1729.5607499999985,1737.645249999999,1798.4454999999994,1868.6349999999993,1948.2354999999995,2540.70025,2073.0,2073.0,2073.0
Tom Ruddell,88.0,100.50699999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Muhammad Shoaib,367.0,368.23175000000003,375.3265,375.3265,0.0,0.0,0.0,0.0,0.0,0.0
Fariha Thomas,712.0,725.9282499999996,745.3494999999995,796.8654999999997,821.8654999999997,896.9819999999999,0.0,0.0,0.0,0.0
