Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9,Round 10
Richard Bell,1096.0,1100.8628800000001,1105.0102400000003,1115.1576,1122.4523199999999,1259.5996799999998,1486.9246500000004,1296.0,1296.0,1296.0
William Bonnar,70.0,72.50511999999999,85.68400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Denton-Cardew,142.0,147.01024000000004,150.01024000000004,160.59968000000003,0.0,0.0,0.0,0.0,0.0,0.0
Stephen Dornan,1110.0,1121.3467200000007,1125.4940800000006,1131.4940800000004,1150.9361600000002,1581.8203199999998,1296.0,1296.0,1296.0,1296.0
Liza Farrell,44.0,46.799839999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Kane,1520.0,1296.0,1296.0,1296.0,1296.0,1296.0,1296.0,1296.0,1296.0,1296.0
Susan Mccourt,739.0,752.5571199999999,753.5571199999999,757.8518399999998,793.9992,795.9992,798.63534,801.8915099999999,881.30198,0.0
Muhammad Shoaib,527.0,670.2339199999998,674.6759999999999,680.4128,704.06528,707.8020799999999,715.61532,730.43289,0.0,0.0
Pamela Wilson,627.0,630.09456,633.09456,637.09456,642.09456,0.0,0.0,0.0,0.0,0.0
Allan Young,604.0,613.13632,621.5784,649.7257599999999,690.3152,745.052,765.24734,835.4988999999999,952.66953,1099.03476
