Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9,Round 10
Malcolm Balfour,1842.0,1842.0,1507.0,1507.0,1507.0,1507.0,1507.0,1507.0,1507.0,1507.0
Paul Carey,1871.0,1507.0,1507.0,1507.0,1507.0,1507.0,1507.0,1507.0,1507.0,1507.0
Bryan Free,94.0,101.39252000000002,105.75716000000003,106.32810000000003,106.50996000000004,0.0,0.0,0.0,0.0,0.0
Gary Kelly,35.0,42.003440000000005,48.550400000000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elspeth Kerr,827.0,849.1775599999999,1073.5927999999988,1086.7604999999996,1095.0969199999997,1101.2265799999996,1213.4210200000002,1963.54664,1507.0,1507.0
Patrick Logue,873.0,895.56664,898.11268,903.2545600000002,904.6309600000002,945.12194,962.6928799999998,966.25114,981.23093,0.0
Louisa Mcguigan,322.0,331.5324599999999,348.26357999999993,353.93835999999976,369.88569999999993,379.65118,0.0,0.0,0.0,0.0
Anne Mctaggart,941.0,1177.5606400000001,1189.0178200000003,1194.9378600000002,1213.2996400000002,1228.62144,1308.5507400000001,1327.186,1456.5175299999999,1876.48255
Joe Meehan,51.0,56.252580000000016,58.25304000000002,63.82398000000002,0.0,0.0,0.0,0.0,0.0,0.0
Malcolm Mitchell,678.0,682.0853399999999,733.5517199999998,738.6428799999999,747.3956800000001,749.7593999999998,829.2917399999999,0.0,0.0,0.0
