Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9,Round 10
Lesley Backhouse,1144.0,1144.0850500000001,1145.0850500000001,1177.0891000000001,1192.0972000000002,1283.1012500000002,1710.1174500000002,1473.0,1473.0,1473.0
Peter George,239.0,239.61560000000017,241.61965000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gordon Langlands,761.0,761.7776000000003,762.7776000000002,818.8140500000002,988.9841500000001,1035.0125000000003,1051.0165500000003,1088.73215,1229.6775499999999,1660.14402
Kathleen Leslie,1479.0,1473.0,1473.0,1473.0,1473.0,1473.0,1473.0,1473.0,1473.0,1473.0
Susan Leslie,769.0,770.7536500000003,771.7536500000003,799.8225000000002,819.8589500000002,891.8792000000002,909.88325,943.85642,1121.14238,0.0
Roy William Mackie,475.0,475.61155000000014,479.61155000000014,540.9679500000002,557.9963,610.0368000000001,620.0368000000001,673.97333,0.0,0.0
Stuart Macphail,429.0,429.03240000000005,437.03240000000005,440.03240000000005,446.03645000000006,491.04050000000007,0.0,0.0,0.0,0.0
Bill Mair,36.0,36.01215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott Rutherford,314.0,314.1215,326.12960000000004,331.14985,342.15795,0.0,0.0,0.0,0.0,0.0
Fiona Sword,242.0,242.3199500000001,243.3199500000001,257.3402000000001,0.0,0.0,0.0,0.0,0.0,0.0
