Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9,Round 10
Daniel Fraser,99.0,112.84448,118.77174000000002,123.46495000000002,134.04779,138.92440999999997,0.0,0.0,0.0,0.0
Graham Hutchison,2395.0,2727.8,2995.2011599999996,2842.0,2842.0,2842.0,2842.0,2842.0,2842.0,2842.0
Otto Inglis,68.0,78.6496,85.42152000000003,100.36582999999999,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Lang,6079.0,2842.0,2842.0,2842.0,2842.0,2842.0,2842.0,2842.0,2842.0,2842.0
John Longstaff,56.0,68.77951999999999,89.07802000000004,101.69774999999997,120.02265999999999,0.0,0.0,0.0,0.0,0.0
Iain Mckinnon-Waddell,375.0,430.37792000000013,495.0702400000001,502.04986000000014,509.77452000000017,537.2510599999999,558.0049300000001,0.0,0.0,0.0
Pamela Mitchell,1240.0,1285.7932799999999,1305.9908400000002,1308.5839500000004,1321.62385,1326.06421,1342.59669,1485.0878100000002,1691.3800600000002,0.0
Bruce Whitehead,786.0,868.5343999999999,966.00526,984.6424099999996,995.7236799999998,1014.7468499999998,1037.63616,1167.34097,0.0,0.0
Norrie Work,1971.0,2054.59936,2105.5949,2108.27576,2110.83547,2117.29025,2123.30834,2225.0386499999995,2387.69036,3744.20084
Louise Young,1138.0,3652.903039999995,2842.0,2842.0,2842.0,2842.0,2842.0,2842.0,2842.0,2842.0
