Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9,Round 10
Andy Collins,283.0,284.91943,284.93626,293.08042,298.22458,0.0,0.0,0.0,0.0,0.0
Clare Fisher,62.0,62.63981,62.68733000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jane Ann Liston,1083.0,1006.0,1006.0,1006.0,1006.0,1006.0,1006.0,1006.0,1006.0,1006.0
Mariam Mahmood,451.0,508.8672600000006,509.11971000000074,519.3359500000004,529.9125900000001,596.98092,607.05201,763.53738,769.6025099999999,0.0
Christopher Mckinlay,73.0,74.4218,74.45744,91.54932000000001,0.0,0.0,0.0,0.0,0.0,0.0
Dorothea Morrison,496.0,500.6919400000002,500.96023000000025,512.9731000000002,555.49152,583.63766,586.77984,0.0,0.0,0.0
Dominic Nolan,1007.0,1007.0,1006.0,1006.0,1006.0,1006.0,1006.0,1006.0,1006.0,1006.0
Brian Thomson,640.0,644.5497600000001,644.6269800000002,647.7721300000003,657.9162900000001,742.2026300000001,753.3458,856.0804599999999,863.655,1156.35294
Colin Veitch,404.0,404.5687200000001,404.5716900000001,405.5716900000001,407.5716900000001,450.85605000000015,0.0,0.0,0.0,0.0
Ann Verner,528.0,529.1374400000002,529.1423900000002,532.2134800000002,536.2134800000002,582.2134800000001,990.49982,1037.64299,1006.0,1006.0
