Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9,Round 10
Carla Arrighi,36.0,38.703239999999994,39.41484,40.52228999999999,44.87060999999999,0.0,0.0,0.0,0.0,0.0
Eva Bolander,1349.0,1349.0,1349.0,1183.0,1183.0,1183.0,1183.0,1183.0,1183.0,1183.0
Philip Braat,1439.0,1439.0,1183.0,1183.0,1183.0,1183.0,1183.0,1183.0,1183.0,1183.0
John Gerard Carson,337.0,400.52613999999994,596.9277399999999,606.1564899999998,610.38176,615.90798,628.7417499999999,712.32148,899.86051,0.0
Matthew James Clark,145.0,167.75226999999998,175.04616999999996,178.49156999999994,184.16737999999995,186.7618,198.21233999999998,0.0,0.0,0.0
Susan Mccourt,395.0,399.05485999999996,408.4835599999999,410.4523599999999,417.6776299999999,422.02594999999997,431.02594999999997,463.01526,0.0,0.0
Christy Mearns,1527.0,1183.0,1183.0,1183.0,1183.0,1183.0,1183.0,1183.0,1183.0,1183.0
Angus Millar,603.0,783.216,800.6502,938.0970499999999,940.0970499999997,946.54759,974.3098800000001,992.3243800000001,1016.67536,1236.27244
Benn Rapson,48.0,63.54363,64.43313,65.04837999999998,69.04837999999998,83.29778,0.0,0.0,0.0,0.0
Nick Thomson,31.0,32.80216,33.157959999999996,33.281009999999995,0.0,0.0,0.0,0.0,0.0,0.0
