Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9,Round 10
Vish Archer,281.0,283.24800000000005,293.81000000000006,301.37200000000007,315.653,321.934,327.12826,357.91257,375.01429,0.0
Eileen Frances Delaney,118.0,121.65300000000002,125.93400000000001,130.496,135.05800000000002,145.339,154.16725,0.0,0.0,0.0
Graham Charles Elder,69.0,72.37199999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ross James Grant,582.0,602.5129999999998,612.3559999999999,621.7609999999999,635.0089999999999,708.695,655.0,655.0,655.0,655.0
Ashish Malik,192.0,205.20700000000002,215.48800000000003,226.33100000000005,237.89300000000006,245.45500000000007,251.16769000000002,282.16838,0.0,0.0
Alexander Mclellan,911.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0
Peter Nicol,77.0,85.149,94.42999999999998,102.992,0.0,0.0,0.0,0.0,0.0,0.0
Robert Reid,66.0,74.14899999999999,80.14899999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shona Simpson,98.0,104.18200000000002,108.18200000000002,115.74400000000001,127.30600000000001,0.0,0.0,0.0,0.0,0.0
Kairin Van Sweeden,222.0,395.37700000000046,401.9390000000005,415.7490000000003,425.84000000000026,435.3690000000001,441.95706999999993,460.75668,612.2212400000001,665.34494
